archivo,hoja,razon,fila
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","9 | 25/05/25 - W. Marrades - 7º a 17 1/2 cp de Chaplin - 1'5'1/5 - PN |  |  |  |  | 08/06/25 - C. Schultheis - 6º a 12 1/4 cp de Altruismo - 1'13'4/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","PREMIO 'REGIONAL' |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","1.400 metros - Record Dist.: 1' 22' 3/5, Patani 29/10/2017 - Dipinto 28/11/2021 |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","Para todo spc de 4 años ganadores de 1 carrera; yeguas ganadoras de 2 carreras; todo spc de 5 años y más edad ganadores de 2 carreras;  |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","yeguas ganadoras de 3 carreras y todo spc de 6 años y más edad ganadores de 3 carreras. Peso 53; 56 y 59 kilos. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.310.900 - $ 393.200 - $ 327.700 - $ 262.100 - $ 196.600 - $ 131.100 |  |  |  |  |  |  |  | APUESTA TRIPLO $ 300 | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, TRIPLO $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","1 | 25/05/25 - M. Rodriguez - 2º a 1 1/2 cp de Storm Chuck - 1'18'2/5 - PN |  |  |  |  | 22/06/25 - M. Rodriguez - 1º gan x 3/4 cp a Hit Bambu Fitz - 1'11'4/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","2 | 25/05/25 - C. Caram - 2º a 4 cp de Gruta Di Bacu - 44'2/5 - PN |  |  |  |  | 22/06/25 - C. Caram - 1º gan x 3 1/2 cp a Furioso Amazon - 1'17'4/5  - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","3 | 08/06/25 - J. Vizcarra - 3º a 3 cp de Great Daddy - 1'12'3/5 - PN |  |  |  |  | 22/06/25 - J. Vizcarra - 2º a Cza de Casual Security - 1'18'2/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","4 | 14/05/25 - F. Fernandes G.- 2º a 2 1/2 cp de Folke Dancer - 1'11'1/5 - PN |  |  |  |  | 08/06/25 - R. Camos - 7º a 22 1/2 cp de Devil Runner - 1'18'3/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","5 | 17/11/24 - C. Velazquez - 3º a 1 cp de Santo Varon - 1'24'4/5 - PP |  |  |  |  | 13/12/24 - C. Velazquez - 6º a 3 1/4 cp de El Despertar - 1'20' - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","6 | 03/04/25 - W. Pereyra - 12º a 25 1/2 cp de Uqayr - 1'49'1/5 - PN |  |  |  |  | 22/06/25 - M. Rodriguez - 3º a 4 1/2 cp de Golden Warrior - 1'18'3/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","7 | 08/06/25 - J. Vizcarra - 1º gan x 8 cp a Lord Lancelot - 1'19'1/5 - PN |  |  |  |  | 22/06/25 - P. Alarcon - 8º a 17 cp de Golden Warrior - 1'18'3/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","8 | 30/05/25 - Dio por tierra en la largada. |  |  |  |  | 15/06/25 - L. Gonzalez - 10º a 22 1/4 cp de Lomo Plateado - 1'26'3/5 - PP |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","9 | 11/05/25 - F. Moran - 8º a 19 cp de Golden Warrior - 1'26'2/5 - PP |  |  |  |  | 08/06/25 - J. Aguirrez - 6º a 20 cp de Devil Runner - 1'18'3/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","ESPECIAL 'LUIS *LORO* LOPEZ' |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","1.400 metros - Record Dist.: 1' 22' 3/5, Patani 29/10/2017 - Dipinto 28/11/2021 |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","Para todo spc de 4 años y más edad. Peso 52 kilos. Recargo de 1 kilo por carrera ganada. Descargo de 1 kilo por cada año cumplido a partir de los 6 años. . |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","Descargo de 2 kilos a los que no se hayan clasificado hasta el 3er puesto, 
en sus 3 últimas actuaciones en Tucumán. Aprendices sin descargo. |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.973.300 - $ 592.000 - $ 493.300 - $ 394.600 |  |  |  |  |  |  |  | APUESTA DOBLE FINAL $ 300 | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE FINAL $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","1 | 29/12/24 - F. Moran - 1º gan x 2 cp a Bozzello - 1'11'1/5 - PN |  |  |  |  | 03/02/25 - S. Barrionuevo - 7º a 13 3/4 cp de First Rimout - 54'4/5 - PP |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","2 | 27/04/25 - L. Diaz - 4º a 9 1/4 cp de Standartd - 1'47'2/5 - PN |  |  |  |  | 25/05/25 - L. Vai - 4º a 4 cp de Kavac - 1'54'4/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","3 | 08/06/25 - A. Vai - 3º a 2 3/4 cp de Cima Himalaya - 1'31'2/5 - PN |  |  |  |  | 22/06/25 - J. Vizcarra - 1º gan x 4 1/2 cp de Mystical Man - 1'18'3/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","4 | 08/06/25 - W. Marrades - 8º a 9 1/2 cp de Cima Himalaya - 1'31'2/5 - PN |  |  |  |  | 22/06/25 - C. Caram - 7º a 15 1/2 cp de Latan Craf - 1'37'2/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","5 | 11/05/25 - W. Marrades - 9º a 17 1/4 cp de Minchito - 1'26'2/5 - PP |  |  |  |  | 08/06/25 - B. Ossan - 10º a 13 cp de Cima Himalaya - 1'31'2/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","6 | 08/12/24 - J. Bethencourt - 1º gan x 2 cp a Suffok - 1'41'4/5 - PB |  |  |  |  | 29/12/24 - J. Bethencourt - 11º a 33 1/4 cp de He's a Rockstar - 2'7'1/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","7 | 11/05/25 - H. Suarez - 4º a 3 1/2 cp de Cupcake - 1'33'2/5 - PP |  |  |  |  | 08/06/25 - J. Vizcarra - 1º gan x 2 1/2 cp a Rio Southern - 1'31'2/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","PREMIO 'INDEPENDENCIA' |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","1.400 metros - Record Dist.: 1' 22' 3/5, Patani 29/10/2017 - Dipinto 28/11/2021 |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","Para todo spc de 5 años y más edad ganadores de 1 carrera; yeguas ganadoras de 2 carreras; de 6 años y más edad ganadores de 2 carreras  |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","y de 7 años y más edad ganadores de 3 carreras. Peso 53; 56 y 59 kilos. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.310.900 - $ 393.200 - $ 327.700 - $ 262.100 - $ 196.600 - $ 131.100 |  |  |  |  |  |  |  | APUESTA CUATRIFECTA $ 100 | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), IMPERFECTA $ 200, CUATRIFECTA $ 100 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","1 | 11/05/25 - P. Alarcon - 5º a 13 cp de Distinto Rig - 1'21' - PP |  |  |  |  | 25/05/25 - F. Brito - 7º a 13 1/2 cp de Caramelo Santo - 1'13'2/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","2 | 08/06/25 - B. Ossan - 4º a 5 cp de Joy Fun - 1'12' - PN |  |  |  |  | 22/06/25 - B. Ossan - 7º a 4 3/4 cp de Mercedino Kid - 1'11'4/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","3 | 08/06/25 - P. Alarcon - 2º a 1 cp de Selector Again - 1'5'4/5 - PN |  |  |  |  | 22/06/25 - P. Alarcon - 1º gan x 16 cp a Security Premium - 1'12'4/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","4 | 25/05/25 - M. Jugo - 3º a 3 cp de Pure Dabster - 1'13'4/5 - PN |  |  |  |  | 20/06/25 - R. Schneider - 2º a 1/2 cp de Idioma Latino - 1'20'3/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","5 | 25/09/24 - R. Aguirre - 5º a 4 1/2 cp de Mojadito - 1'36'3/5 - PN |  |  |  |  | 23/05/25 - J. Villagra - 1º gan x 2 cp a Paso Al Costado - 1'37'1/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","6 | 08/06/25 - C. Schultheis - 9º a 10 1/2 cp de Cima Himalaya - 1'31'2/5 - PN |  |  |  |  | 22/06/25 - A. Villegas - 10º a 25 cp de Latan Craf - 1'37'2/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","7 | 08/06/25 - L. Gonzalez - 4º a 23 cp de Total Boss - 1'19'1/5 - PN |  |  |  |  | 22/06/25 - C. Rojas - 4º a 10 1/2 cp de Candy Gato - 1'21'2/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","8 | 11/05/25 - F. Moran - 3º a 7 1/2 cp de Minchito - 1'26'2/5 - PP |  |  |  |  | 08/06/25 - F. Moran - 3º a 5 cp de Joy Fun - 1'12' - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","9 | 10/11/24 - L. Medina - 6º a 9 1/2 cp de Super Fain - 1'13'1/5 - PP |  |  |  |  | 08/06/25 - F. Navarro - 5º a 8 1/2 cp de Real Electric - 45'1/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","10 | 22/04/25 - G. Borda - 1º gan x 1 cp a Icy Air - 1'13'4/5 - PN |  |  |  |  | 14/05/25 - G. Borda - 8º a 9 3/4 cp de Luisino - 1'10'3/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","11 | 08/06/25 - W. Marrades - 5º a 5 1/2 cp de Joy Fun - 1'12' - PN |  |  |  |  | 22/06/25 - W. Marrades - 3º a 1 3/4 cp de Mercedino Kid - 1'11'4/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","12 | 28/07/24 - E. Ortega P. - 3º a 2 3/4 cp de Chanclette - 1'39'2/5 - PN |  |  |  |  | 22/06/25 - F. Moran - 2º a 3/4 cp de Mercedino Kid - 1'11'4/5 - PN |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","13 | 26/04/25 - A. Vai- 4º a 3 cp de Star Empire - 1'14'1/5 - PN |  |  |  |  | 11/05/25 - A. Vai - 8º a 14 3/4 cp de Minchito - 1'26'2/5 - PP |  |  | "
"13 DE JULIO DE 2025.xlsx","13-07-25","vacío","14 | 25/05/25 - L. Vai - 4º a 6 cp de Caramelo Santo - 1'13'2/5 - PN |  |  |  |  | 22/06/25 - J. Carrizo - 1º gan x 1/2 cp a Guessing - 1'21'2/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","1 | 08/06/25 - L. Gonzalez - 13º a 19 3/4 cp de Casual Security - 1'13'4/5 - PN |  |  |  |  | 22/06/25 - A. Villegas - 10º a 19 cp de Grand Plus - 45'2/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","2 | 08/06/25 - A. Villegas - 5º a 5 cp de Con Todo Respeto - 45'3/5 - PN |  |  |  |  | 22/06/25 - A. Villegas - 4º a 24 cp de Es Amoroso - 1'12'4/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","3 | 08/06/25 - F. Moran - 12º a 14 3/4 cp de Casual Security - 1'13'4/5 - PN |  |  |  |  | 22/06/25 - H. Suarez - 3º a 2 cp de Grand Plus - 45'2/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","4 | 22/06/25 - J. Vizcarra - 2º a 1 cp de Grand Plus - 45'2/5 - PN |  |  |  |  | 13/07/25 - J. Vizcarra - 2º a 2 cp de Serengeti - 44'4/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","5 | 08/06/25 - F. Brito - 2º a 2 1/2 cp de Con Todo Respeto - 45'3/5 - PN |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","6 | 16/01/25 - J. Leyes - 9º a 23 1/4 cp de Sol Tenaz - 1'27'2/5 - PN |  |  |  |  | 13/07/25 - A. Villegas - 5º a 7 1/2 cp de Caetano - 44'3/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","7 | 23/05/25 - F. Fernandes G.- 6º a 6 cp de Orestes - 1'24'4/5 - PN |  |  |  |  | 05/06/25 - F. Fernandes G.- 7º a 10 1/4 cp de Shafir - 1'36'1/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","8 | 11/05/25 - W. Marrades - 8º a 23 cp de Por El Triunfo - 1'13'2/5 - PP |  |  |  |  | 08/06/25 - W. Marrades - 7º a 6 1/4 cp de Casual Security - 1'13'4/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","9 | 22/06/25 - C. Caram - 5º a 6 cp de Grand Plus - 45'2/5 - PN |  |  |  |  | 13/07/25 - C. Caram - 4º a 8 1/2 cp de Serengeti - 44'4/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","PREMIO 'DEPARTAMENTO QUINIELAS' |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","1.100 metros - Record Dist.: 1' 04' 3/5, Sold Out 29/08/2021 |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","Para yeguas spc de 4 años y más edad perdedoras. Peso 57 kilos. Descargo de 2 kilos a las de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.310.900 - $ 393.200 - $ 327.700 - $ 262.100 |  |  |  |  |  |  |  | APUESTA TRIPLO $ 300 | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, TRIPLO $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","1 | 22/06/25 - F. Brito - 3º a 5 cp de Interiorista - 45'3/5 - PN |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","2 | 25/05/25 - A. Vai - 9º a 16 3/4 cp de Gruta Di Bacu - 44'2/5 - PN |  |  |  |  | 22/06/25 - A. Vai - 6º a 12 1/4 cp de Interiorista - 45'3/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","3 | 28/04/25 - K. Banegas - 9º a 17 1/4 cp de Sfera - 57'1/5 - PN |  |  |  |  | 02/07/25 - G. Borda - 9º a 12 1/2 cp de Must Be Talking - 58'2/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","4 | 22/06/25 - L. Ponce - 7º a 12 1/4 cp de Interiorista - 45'3/5 - PN |  |  |  |  | 13/07/25 - L. Ponce - 6º a 11 1/2 cp de Interiorista - 1'14'1/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","5 | 08/06/25 - J. Aguirrez - 9º a 28 1/4 cp de Selector Again - 1'5'4/5 - PN |  |  |  |  | 22/06/25 - A. Villegas - 8º a 13 3/4 cp de Interiorista - 45'3/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","6 | 29/12/24 - F. Moran - 6º S.A. de Baby Ruca - 1'20'2/5 - PN |  |  |  |  | 22/06/25 - J. Carrizo - 11º a 22 cp de Grand Plus - 45'2/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","7 | 16/02/25 - P. Alarcon - 5º a 15 cp de Tira A Buena - 1'6'4/5 - PN |  |  |  |  | 22/06/25 - F. Navarro - 5º a 10 3/4 cp de Interiorista - 45'3/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","PREMIO 'LA TARJETA DE LA CAJA' |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","1.200 metros - Record Dist.: 1' 09' 4/5, Donald Music 28/11/2021 |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","Para yeguas spc de 4 años y más edad ganadoras de 1 o 2 carreras. Peso 54 y 57 kilos. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.310.900 - $ 393.200 - $ 327.700 - $ 262.100 - $ 196.600 - $ 131.100 |  |  |  |  |  |  |  | APUESTA CUATERNA $ 200 | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, CUATERNA $ 200 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","1 | 22/06/25 - J. Vizcarra - 1º gan x 2 cp a Amiguita Pepi - 45'3/5 - PN |  |  |  |  | 13/07/25 - J. Vizcarra - 1º gan x 1/2 cp a Con Todo Respeto - 1'14'1/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","2 | 22/06/25 - M. Navarro - 7º a 17 cp de O Mais Grande - 1'17'4/5 - PN |  |  |  |  | 13/07/25 - A. Villegas - 9º a 10 cp de Querendon - 1'13'4/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","3 | 08/06/25 - L. Gonzalez - 6º a 9 cp de Joy Fun - 1'12' - PN |  |  |  |  | 22/06/25 - P. Alarcon - 6º a 4 3/4 cp de Mercedino Kid - 1'11'4/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","4 | 22/06/25 - P. Alarcon - 3º a 6 1/2 cp de O Mais Grande - 1'17'4/5 - PN |  |  |  |  | 13/07/25 - L. Gonzalez - 3º a 4 1/2 cp de Querendon - 1'13'4/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","5 | 25/05/25 - W. Figueroa - 3º a 3 1/2 cp de Caramelo Santo - 1'13'2/5 - PN |  |  |  |  | 22/06/25 - W. Figueroa - 2º a 1/2 cp de Candy Gato - 1'21'2/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","6 | 24/11/24 - F. Brito - 1º gan x 8 cp a Es Amoroso - 1'11'3/5 - PN |  |  |  |  | 29/12/24 - F. Brito - 5º a 15 cp de Cima Himalaya - 1'18'4/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","7 | 16/02/25 - R. Valdez - 9º a 26 1/2 cp de Great Daddy - 1'12'1/5 - PN |  |  |  |  | 13/07/25 - R. Valdez - 8º a 8 cp de Querendon - 1'13'4/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","8 | 29/12/24 - J. Bethencourt - 3º a 12 cp de Cima Himalaya - 1'18'4/5 - PN |  |  |  |  | 08/06/25 - J. Bethencourt - 10º a 26 1/2 cp de Joy Fun - 1'12' - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","9 | 13/04/25 - J. Vizcarra - 3º a 18 cp de Grand Rex - 1'18'3/5 - PN |  |  |  |  | 13/07/25 - F. Navarro - 4º a 7 cp de Interiorista - 1'14'1/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","PREMIO 'SEGUROS C.P.A.' |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","1.200 metros - Record Dist.: 1' 09' 4/5, Donald Music 28/11/2021 |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","Para todo producto spc de 3 años perdedor. Peso 56 kilos. |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 2.360.500 - $ 708.100 - $ 590.100 - $ 472.100 - $ 354.000 - $ 236.000 |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100 |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","1 | 08/06/25 - J. Vizcarra - 4º a 6 1/4 cp de Altruismo - 1'13'4/5 - PN |  |  |  |  | 22/06/25 - J. Vizcarra - 5º a 10 cp de Il Felino - 1'13'4/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","2 | 08/06/25 - C. Schultheis - 6º a 12 1/4 cp de Altruismo - 1'13'4/5 - PN |  |  |  |  | 13/07/25 - W. Marrades - 2º a 4 cp de Pale Joy - 1'13'3/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","3 | 13/07/25 - J. Vizcarra - 7º a 21 1/4 cp de Winner Zensational - 1'12'4/5 - PB |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","4 | 13/07/25 - R. Camos - 7º a 8 1/2 cp de Pale Joy - 1'13'3/5 - PB |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","5 | 08/06/25 - F. Moran - 7º a 12 1/2 cp de Altruismo - 1'13'4/5 - PN |  |  |  |  | 22/06/25 - F. Moran - 4º a 8 cp de Il Felino - 1'13'4/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","6 | 08/06/25 - A. Villegas - 3º a 6 cp de Altruismo - 1'13'4/5 - PN |  |  |  |  | 13/07/25 - M. Rodriguez - 5º a 5 1/2 cp de Pale Joy - 1'13'3/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","7 | 13/07/25 - F. Brito - 6º a 9 cp de True For Sale - 45'3/5 - PB |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","8 | 22/06/25 - F. Brito - 6º a 12 1/2 cp de Il Felino - 1'13'4/5 - PN |  |  |  |  | 13/07/25 - C. Caram - 8º a 22 1/4 cp de Winner Zensational - 1'12'4/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","PREMIO 'POPULART' |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","1.300 metros - Record Dist.: 1' 16' 2/5, Panatta 19/12/2021 - High Commander 08/10/2023 |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","Para todo spc de 4 años y más edad perdedor. Peso 57 kilos. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.310.900 - $ 393.200 - $ 327.700 - $ 262.100 - $ 196.600 - $ 131.100 |  |  |  |  |  |  |  | APUESTA CADENA $ 200 | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), IMPERFECTA $ 200, CUATRIFECTA $ 100, DOBLE $ 100, CADENA $ 200 |  |  |  |  |  |  |  | INCREMENTO: $ 4.913.000 | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","1 | 22/06/25 - F. Brito - 2º a 3 1/2 cp de O Mais Grande - 1'17'4/5 - PN |  |  |  |  | 13/07/25 - F. Brito - 2º a 2 cp de Querendon - 1'13'4/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","2 | 22/06/25 - H. Suarez - 5º a 14 1/2 cp de O Mais Grande - 1'17'4/5 - PN |  |  |  |  | 13/07/25 - A. Villegas - 8º a 10 1/2 cp de Serengeti - 44'4/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","3 | 08/06/25 - L. Gonzalez - 1º gan x 2 1/2 cp a Twin Vic - 45'3/5 - PN |  |  |  |  | 13/07/25 - L. Gonzalez - 2º a 1/2 cp de Interiorista - 1'14'1/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","4 | 08/06/25 - A. Villegas - 7º a 22 1/4 cp de Selector Again - 1'5'4/5 - PN |  |  |  |  | 22/06/25 - C. Rojas - 5º a 26 cp de Es Amoroso - 1'12'4/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","5 | 29/12/24 - M. Rodriguez - 2º a 4 cp cp de Sweet Elementary - 1'17'1/5 - PN |  |  |  |  | 16/02/25 - M. Rodriguez - 3º a 2 1/4 cp de Great Daddy - 1'12'1/5 - PN |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","6 | 30/03/25 - M. Navarro - 12º S.A de Cornell - 1'21'4/5 - PP |  |  |  |  | 13/07/25 - H. Coronel - 12º S.A. de Querendon - 1'13'4/5 - PB |  |  | "
"27 DE JULIO DE 2025.xlsx","27-07-25","vacío","7 | 22/06/25 - W. Marrades - 9º a 14 cp de Grand Plus - 45'2/5 - PN |  |  |  |  | 13/07/25 - W. Marrades - 10º a 22 cp de Querendon - 1'13'4/5 - PB |  |  | "
