archivo,hoja,razon,fila
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","4 | 28/03/23 - K. Banegas - 3º a 3 1/2 cp de Shenlong - 1'5'3/5 - PN |  |  |  |  | 29/12/24 - S. Barrionuevo - 7º a 12 1/4 cp de Law Of Nature - 43'3/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","5 | 16/03/25 - R. Robledo - 6º a 30 3/4 cp de Polaquita Love - 45'1/5 - PB |  |  |  |  | 26/04/25 - C. Schultheis - 5º a 10 1/2 cp de Guessing - 46'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","6 | 30/03/25 - H. Suarez - 2º a 4 cp de Star Check - 1'20'4/5 - PP |  |  |  |  | 13/04/25 - H. Suarez - 4º a 13 cp de Mercedino Kid - 1'13'3/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","7 | 30/03/25 - L. Gonzalez - 7º a 7 3/4 cp de Mercedino Kid - 46'1/5 - PP |  |  |  |  | 26/04/25 - H. Suarez - 3º a 6 3/4 cp de Guessing - 46'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","8 | 16/03/25 - A. Villegas - 9º S.A. de Rio Southern - 1'19'1/5 - PB |  |  |  |  | 30/03/25 - C. Schultheis - 7º S.A. de Rio Southern - 1'19'3/5 - PP |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","PREMIO 'METICULOSO HEI' |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","800 metros - Record Dist.: 43' 2/5, Repirado 20/08/2016 |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Para todo spc de 3 años y más edad perdedor o ganadores de 1 o 2 extraoficiales. Peso 54; 57 y 60 kilos. Yeguas con descargo de 2 kilos. Aprendices sin descargo. |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","NO COMPUTABLE - CAT. EXTRAOFICIAL - Premios: $ 892.600 - $ 267.800 - $ 223.100 - $ 178.500 |  |  |  |  |  |  |  | APUESTA TRIPLO $ 300 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, TRIPLO $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1 | 08/12/24 - C. Rojas - 3º a 4 1/4 cp de Q Loico - 1'22'2/5 - PB |  |  |  |  | 26/04/25 - F. Brito - 2º a V.M. de Picasso Joy - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","2 | 24/11/24 - J. Vizcarra - 1º gan x 1/2 cp a Mr. Aidan - 44'2/5 - PN |  |  |  |  | 26/04/25 - H. Suarez - 1º gan x 2 cp a Chico Lindo - 22'1/5 - PP |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3 | 13/04/25 - F. Brito - 6º a 11 cp de Redivertido - 44'2/5 - PN |  |  |  |  | 26/04/25 - L. Gonzalez - 10º a 11 3/4 cp de Star Empire - 1'14'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","4 | 13/04/25 - L. Gonzalez - 9º a 11 1/2 cp de Redivertido - 44'2/5 - PN |  |  |  |  | 26/04/25 - B. Ossan - 6º a 21 cp de Picasso Joy - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","5 | 22/07/24 - F. Fernandes G.- 8º a 13 3/4 cp de Kiriel - 54'3/5 - PN |  |  |  |  | 26/04/25 - L. Gonzalez - 5º a 11 cp de Picasso Joy - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","6 | 27/10/24 - F. Brito - 4º a 3 1/2 cp de Che Mariscal - 44'2/5 - PN |  |  |  |  | 26/04/25 - F. Moran - 3º a 1/2 cp de Picasso Joy - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","7 | 23/02/25 - R. Robledo - 8º a 13 cp de Sweet Elementary - 1'19'1/5 - PN |  |  |  |  | 16/03/25 - R. Robledo - 6º a 28 1/4 cp de Ojo D'Oro - 1'18'4/5 - PB |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","PREMIO 'THE KIDS' |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1.200 metros - Record Dist.: 1' 09' 4/5, Donald Music 28/11/2021 |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Para todo spc de 3 años perdedores y yeguas ganadoras de 1 carrera. Peso 56 kilos. Recargo de 3 kilos a las ganadoras de 1 carrera. |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 2.360.500 - $ 708.100 - $ 590.100 - $ 472.100 - $ 354.100 - $ 236.000 |  |  |  |  |  |  |  | APUESTA CUATERNA $ 200 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1 | 13/04/25 - F. Brito - 4º a 4 1/2 cp de Aspera - 1'12'2/5 - PN |  |  |  |  | 26/04/25 - F. Brito - 4º a 11 1/2 cp de Major Lizard - 1'20'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","2 | 13/04/25 - M. Navarro - 9º a 12 1/4 cp de Aspera - 1'12'2/5 - PN |  |  |  |  | 26/04/25 - J. Aguirrez - 8º a 27 cp de Major Lizard - 1'20'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3 | 12/04/25 - F. Aguirre - 10º a 19 3/4 cp de Dieguita E - 1'1/5 - PN |  |  |  |  | 26/04/25 - J. Aguirrez - 5º a 9 1/2 cp de Grand Silvi - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3a | 23/11/24 - L. Prada - 5º a 9 cp de Gunda - 1'18'1/5 - PN |  |  |  |  | 09/02/25 - D. Flores - 11º a 34 cp de Pepito In - 1'19'3/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","4 | 30/03/25 - M. Rodriguez - 7º a 6 1/4 cp de Cornell - 1'21'4/5 - PP |  |  |  |  | 26/04/25 - F. Navarro - 7º a 21 cp de Major Lizard - 1'20'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","5 | 30/03/25 - R. Robledo - 5º a 8 cp de Major Lizard - 46'2/5 - PP |  |  |  |  | 26/04/25 - L. Gonzalez - 1º gan x 2 1/2 cp a Goloso Ken - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","6 | 13/04/25 - F. Moran - 3º a 4 1/2 cp de Aspera - 1'12'2/5 - PN |  |  |  |  | 26/04/25 - F. Moran - 6º a 13 cp de Major Lizard - 1'20'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","7 | 13/04/25 - R. Valdez - 5º a 5 1/4 cp de Aspera - 1'12'2/5 - PN |  |  |  |  | 26/04/25 - R. Valdez - 3º a 7 cp de Major Lizard - 1'20'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","8 | 13/11/24 - F. Fernandes G.- 4º a 6 cp de Slamic Rimout - 1'10'4/5 - PN |  |  |  |  | 14/03/25 - J. Villagra - 9º a 23 cp de El De Kama - 1'24'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","PREMIO 'CHAY' |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1.200 metros - Record Dist.: 1' 09' 4/5, Donald Music 28/11/2021 |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Para todo spc de 3 años perdedores y yeguas ganadoras de 1 carrera. Peso 56 kilos. Recargo de 3 kilos a las ganadoras de 1 carrera. |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 2.360.500 - $ 708.100 - $ 590.100 - $ 472.100 - $ 354.100 - $ 236.000 |  |  |  |  |  |  |  | APUESTA TRIPLO $ 300 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1 | 16/02/25 - H. Suarez - 10º a 27 1/4 cp de Great Daddy - 1'12'1/5 - PN |  |  |  |  | 16/03/25 - F. Moran - 8º a 25 1/2 cp de Juan Pucho - 1'7'2/5 - PB |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","2 | 13/04/25 - L. Ponce G. - 10º a 13 3/4 cp de Aspera - 1'12'2/5 - PN |  |  |  |  | 26/04/25 - C. Schultheis - 5º a 12 1/2 cp de Major Lizard - 1'20'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3 | 30/03/25 - A. Villegas - 11º a 2 1/4 cp de Cornell - 1'21'4/5 - PP |  |  |  |  | 13/04/25 - A. Villegas - 13º a 21 3/4 cp de Aspera - 1'12'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","4 | 13/04/25 - C. Caram - 11º a 18 3/4 cp de Aspera - 1'12'2/5 - PN |  |  |  |  | 26/04/25 - C. Caram - 9º a 30 1/2 cp de Major Lizard - 1'20'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","5 | 13/04/25 - W. Marrades - 7º a 9 3/4 cp de Aspera - 1'12'2/5 - PN |  |  |  |  | 26/04/25 - J. Vizcarra - 2º a 2 1/2 cp de Grand Silvi - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","6 | 30/03/25 - B. Ossan - 2º a 1/2 pz de Cornell - 1'21'4/5 - PP |  |  |  |  | 13/04/25 - B. Ossan - 6º a 7 3/4 cp de Aspera - 1'12'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","7 | 30/03/25 - F. Navarro - 7º a 14 3/4 cp de Major Lizard - 46'2/5 - PP |  |  |  |  | 26/04/25 - L. Ponce - 7º a 11 3/4 cp de Grand Silvi - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","8 | 16/03/25 - H. Suarez - 5º a 13 cp de Juan Pucho - 1'7'2/5 - PB |  |  |  |  | 13/04/25 - A. Vai - 12º a 21 1/4 cp de Aspera - 1'12'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","9 | 30/03/25 - J. Carrizo - 6º a 8 3/4 cp de Major Lizard - 46'2/5 - PP |  |  |  |  | 13/04/25 - J. Carrizo - 8º a 11 3/4 cp de Aspera - 1'12'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","PREMIO 'MAMPORRO' |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1.300 metros - Record Dist.: 1' 16' 2/5, Panatta 19/12/2021 - High Commander 08/10/2023 |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Para todo spc de 5 años y más edad ganadores de 1 o 2 carreras; yeguas ganadoras de 2 carreras y de 6 años y más edad ganadores de 3 carreras. |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Peso 53; 56 y 59 kilos. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.310.900 - $ 393.300 - $ 327.700 - $ 262.200 - $ 196.600 - $ 131.100 |  |  |  |  |  |  |  | APUESTA CADENA $ 200 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, CADENA $ 200 |  |  |  |  |  |  |  | INCREMENTO: $ 700.000 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1 | 13/04/25 - P. Alarcon - 5º a 20 1/2 cp de Grand Rex - 1'18'3/5 - PN |  |  |  |  | 26/04/25 - P. Alarcon - 8º a 17 1/4 cp de Latan Craf - 1'25'3/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","2 | 13/04/25 - F. Brito - 2º a 18 cp de Grand Rex - 1'18'3/5 - PN |  |  |  |  | 26/04/25 - P. Alarcon - 11º a 12 3/4 cp de Star Empire - 1'14'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3 | 23/01/25 - R. Bascuñan - 1º gan x 1 1/2 cp a Hollister - 1'17'4/5 - PN |  |  |  |  | 30/03/25 - M. Navarro - 6º a 41 1/4 cp de Rio Southern - 1'19'3/5 - PB |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","4 | 13/04/25 - B. Carrizo - 4º a 20 1/2 cp de Grand Rex - 1'18'3/5 - PN |  |  |  |  | 26/04/25 - B. Ossan - 6º a 22 3/4 cp de El Alberto - 1'40'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","5 | 03/04/25 - J. Paoloni - 3º a 1 cp de Montecu - 1'24'3/5 - PN |  |  |  |  | 26/04/25 - J. Vizcarra - 6º a 4 1/2 cp de Star Empire - 1'14'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","6 | 30/03/25 - W. Figueroa - 2º a 3 1/2 cp de Mercedino Kid - 46'1/5 - PP |  |  |  |  | 26/04/25 - W. Figueroa - 1º gan x 6 cp a Basko Javier - 46'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","7 | 16/02/25 - W. Figueroa - 4º a 14 cp de Eufemio - 1'18'4/5 - PN |  |  |  |  | 23/02/25 - W. Figueroa - 7º a 12 1/4 cp de Caro Amici - 1'12'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","8 | 03/04/25 - R. Ortiz - 4º a 2 cp de Montecu - 1'24'3/5 - PN |  |  |  |  | 01/05/25 - R. Ortiz - 8º a 8 cp de Bequepingo - 1'9'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","9 | 12/11/24 - U. Chaves - 6º a 3 1/2 cp de Arese - 1'40'1/5 - PN |  |  |  |  | 16/02/25 - A. Vai - 4º a 12 cp de Indio Electric - 1'20'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","PREMIO 'ALPINO ORIENTAL' |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1.000 metros - Record Dist.: 58' 2/5, Sarfo 23/07/2020 |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Para todo producto spc de 2 años perdedor. Peso 55 kilos. 
Recargo de 2 kilos a los ganadores de extraoficial. Aprendices sin descargo. |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 2.360.500 - $ 708.100 - $ 590.100 - $ 472.100 |  |  |  |  |  |  |  | APUESTA QUINTUPLO $ 200 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, QUINTUPLO $ 200 |  |  |  |  |  |  |  | INCREMENTO: $ 500.000 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1 | 26/04/25 - P. Alarcon - 4º a 10 1/4 cp de Chaplin - 45'4/5 - PN |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","2 | Debutante |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3 | 13/04/25 - H. Suarez - 3º a 7 cp de Sensacional Prize - 45'2/5 - PN |  |  |  |  | 26/04/25 - H. Suarez - 2º a 8 cp de Chaplin - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","4 | 13/04/25 - C. Caram - 8º a 15 1/2 cp de Sensacional Prize - 45'2/5 - PN |  |  |  |  | 26/04/25 - C. Caram - 5º a 10 1/2 cp de Chaplin - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","5 | 13/04/25 - M. Rodriguez - 7º a 15 1/2 cp de Sensacional Prize - 45'2/5 - PN |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","6 | Debutante |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","7 | Debutante |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","PREMIO 'PICHELERO' |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1.400 metros - Record Dist.: 1' 22' 3/5, Patani 29/10/2017 - Dipinto 28/11/2021 |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Para todo spc de 3 y 4 años ganadores de 1 carrera y yeguas ganadoras de 2 carreras. Peso 56 kilos. Recargo de 3 kilos a las ganadoras de 2 carreras. |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.881.000 - $ 564.300 - $ 470.300 - $ 376.200 - $ 282.200 - $ 188.100 |  |  |  |  |  |  |  | APUESTA CUATERNA $ 300 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, CUATERNA $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 400.000 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1 | 29/12/24 - W. Marrades - 2º a 4 cp de Cima Himalaya - 1'18'4/5 - PN |  |  |  |  | 13/04/25 - J. Vizcarra - 1º gan x 3 1/2 cp a Major Lizard - 1'12'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","2 | 13/04/25 - F. Brito - 3º a 4 3/4 cp de Euro Spring - 1'13'2/5 - PN |  |  |  |  | 26/04/25 - F. Brito - 3º a 2 cp de Star Empire - 1'14'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3 | 02/12/24 - G. Calvente - 1º gan x 2 cp a Tenth Beach - 1'36'1/5 - PN |  |  |  |  | 29/12/24 - O. Alderete - 6º a 12 1/4 cp de He's A Rockstar - 2'7'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","4 | 16/03/25 - J. Vizcarra - 1º gan x 1 1/2 cp a Grand Silverio - 1'7'1/5 - PB |  |  |  |  | 30/03/25 - C. Schultheis - 2º a 7 cp de Mystical Man - 1'26'4/5 - PP |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","5 | 30/12/24 - A. Fuentes - 8º S.A de Fiestero Xal - 1'22'4/5 - PN |  |  |  |  | 26/04/25 - W. Marrades - 13º S.A de Star Empire - 1'14'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","6 | 13/04/25 - H. Suarez - 2º a 3 1/2 cp de Aspera - 1'12'2/5 - PN |  |  |  |  | 26/04/25 - H. Suarez - 1º gan x 7 cp a Montesquieu - 1'20'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","7 | 08/10/23 - J. Vizcarra - 1º gan x 14 cp a Radio Waves - 1'17'4/5 - PN |  |  |  |  | 21/07/24 - J. Vizcarra - 3º a 3 1/2 cp de Hidden Enemy - 1'23'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","8 | 30/03/25 - W. Marrades - 6º a 19 cp de Mystical Man - 1'26'4/5 - PP |  |  |  |  | 13/04/25 - H. Suarez - 8º a 8 3/4 cp de Euro Spring - 1'13'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","9 | 30/03/25 - R. Robledo - 8º a 31 1/4 cp de Mystical Man - 1'26'4/5 - PP |  |  |  |  | 13/04/25 - B. Ossan - 4º a 5 3/4 cp de Euro Spring - 1'13'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","PREMIO 'DIA DEL PERIODISTA DE TURF' |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1.400 metros - Record Dist.: 1' 22' 3/5, Patani 29/10/2017 - Dipinto 28/11/2021 |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Para todo spc de 3 y 4 años ganadores de 1 carrera y yeguas ganadoras de 2 carreras. Peso 56 kilos. Recargo de 3 kilos a las ganadoras de 2 carreras. |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.881.000 - $ 564.300 - $ 470.300 - $ 376.200 - $ 282.200 - $ 188.100 |  |  |  |  |  |  |  | APUESTA TRIPLO $ 300 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, TRIPLO $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1 | 13/04/25 - A. Vai - 7º a 8 1/4 cp de Euro Spring - 1'13'2/5 - PN |  |  |  |  | 26/04/25 - A. Vai- 4º a 3 cp de Star Empire - 1'14'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","2 | 13/04/25 - C. Schultheis - 7º a 11 cp de Redivertido - 44'2/5 - PN |  |  |  |  | 26/04/25 - J. Vizcarra - 4º a 10 1/2 cp de Picasso Joy - 45'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3 | 13/04/25 - J. Vizcarra - 2º a 1/4 cp de Euro Spring - 1'13'2/5 - PN |  |  |  |  | 26/04/25 - R. Camos - 6º a 11 3/4 cp de Latan Craf - 1'25'3/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","4 | 13/04/25 - C. Caram - 5º a 6 1/4 cp de Euro Spring - 1'13'2/5 - PN |  |  |  |  | 26/04/25 - C. Caram - 7º a 13 1/4 cp de Latan Craf - 1'25'3/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","5 | 13/04/25 - H. Suarez - 4º a 8 cp de Redivertido - 44'2/5 - PN |  |  |  |  | 26/04/25 - B. Ossan - 7º a 5 1/4 cp de Star Empire - 1'14'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","6 | 16/03/25 - J. Bethencourt - 3º a 10 3/4 cp de Ojo D'oro - 1'18'4/5 - PB |  |  |  |  | 30/03/25 - J. Bethencourt - 4º a 7 1/2 cp de Mystical Man - 1'26'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","7 | 30/03/25 - M. Rodriguez - 1º gan x 3 1/2 cp a Guessing - 46'1/5 - PP |  |  |  |  | 13/04/25 - M. Rodriguez - 1º gan x Cza a Toy Story - 1'13'3/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","8 | 30/03/25 - F. Brito - 7º a 19 1/4 cp de Mystical Man - 1'26'4/5 - PN |  |  |  |  | 26/04/25 - C. Rojas - 8º a 9 1/4 cp de Star Empire - 1'14'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","9 | 30/03/25 - H. Suarez - 3º a 7 1/2 cp de Mystical Man - 1'26'4/5 - PN |  |  |  |  | 26/04/25 - F. Moran - 5º a 3 1/2 cp de Star Empire - 1'14'1/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","10 | 06/03/25 - J. Villagra - 9º a 10 3/4 cp de Madero Al Compas - 1'40'1/5 - PN |  |  |  |  | 13/04/25 - C. Schultheis - 9º a 13 3/4 cp de Euro Spring - 1'13'2/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","ESPECIAL 'MANUEL ASSAD' |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1.500 metros - Record Dist.: 1' 29' 2/5, Good Dancing 22/08/1999 - Dias Felices 28/01/2021 - Grooving 27/10/2024 |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Para todo spc de 3 años y más edad. Peso 52 kilos. Recargo de 1 kilo por carrera ganada. Descargo de 1 kilo por cada año cumplido a partir de los 6 años.  |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","Descargo de 2 kilos a los que no se hayan clasificado hasta el 3er puesto, en sus 3 últimas actuaciones en Tucumán. Aprendices sin descargo. |  |  |  |  |  |  |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.973.200 - $ 592.000 - $ 493.300 - $ 394.600 - $ 296.000 - $ 197.300 |  |  |  |  |  |  |  | APUESTA DOBLE FINAL $ 300 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE FINAL $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 150.000 | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1 | 16/02/25 - J. Romero - 2º a 1 1/2 cp de Galan Gales - 59'1/5 - PN |  |  |  |  | 27/04/25 - L. Gonzalez - 1º gan x 7 cp a Etoo - 1'32'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","2 | 27/10/24 - W. Marrades - 5º a 5 3/4 cp de Cupcake - 1'31'2/5 - PN |  |  |  |  | 10/11/24 - W. Marrades - 2º a 1/4 cp de Paladin Oriental - 1'41'2/5 - PP |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3 | 13/04/25 - J. Vizcarra - 2º a 2 1/2 cp de Cima Himalaya - 1'24'4/5 - PN |  |  |  |  | 26/04/25 - J. Vizcarra - 3º a 6 3/4 cp de El Alberto - 1'40'4/5 - PN |  |  | "
